연번,훈련기관명,훈련기관위치,주소,위도,경도,훈련기관계열구분
9026,주식회사 크리자인,전북 완주군,(55365) 전북특별자치도 완주군 이서면 안전로 107-3 501호(안전빌딩),127.0582089,35.83341147,
9027,준오헤어,서울 송파구,(05556) 서울특별시 송파구 잠실동 올림픽로 76(J타워) 2층 201호 준오헤어,127.0789996,37.51156609,
9028,제이원테크(J-oneTeck),부산 사하구,(49479) 부산광역시 사하구 장림동 하신중앙로3번가길 74 제이원테크,128.9593789,35.07864309,
9029,(주)대동몰드,서울 금천구,(08586) 서울특별시 금천구 독산동 범안로11길 34 (대동몰드),126.8914785,37.46805158,
9030,기림음향,강원 홍천군,(25125) 강원특별자치도 홍천군 홍천읍 큰골길 50-18 ,,,
9031,태광통신(주),제주 제주시,(63275) 제주특별자치도 제주시 일도이동 고마로16길 16 1층,126.5397333,33.50523244,
9032,주식회사로드원,경기 시흥시,"(15055) 경기도 시흥시 정왕동 마유로 376 503호(정왕동, 시흥창업센터)",126.7385856,37.34855379,
9033,주식회사모닝듀,경기 남양주시,(12031) 경기도 남양주시 수동면 비룡로 654-38(㈜모닝듀) (운수리),127.3262664,37.69889759,
9034,(유)이음테크,전남 화순군,(58143) 전라남도 화순군 동면 동농공길 49 이음테크,127.0228464,35.02337181,
9035,순창시니어클럽,전북 순창군,"(56046) 전북특별자치도 순창군 순창읍 순창5길 11-4(순창노인복지회관,장애인회관) 2층",127.1409561,35.3729787,
9036,(주)한진테크,경기 군포시,"(15847) 경기도 군포시 당정동 당정로 66 2,3,4층",126.953366,37.3548124,
9037,더로드아이앤씨주식회사,경기 군포시,(15849) 경기도 군포시 당정동 당정로 14(더로드아이앤씨(주)) 3층,126.9565063,37.35072306,
9038,(주)나이스테크,서울 금천구,(08507) 서울특별시 금천구 가산동 가산디지털1로 128(에스티엑스브이타워) 512호,126.8830676,37.47728983,
9039,주식회사대원에스디,대구 달성군,(42921) 대구광역시 달성군 다사읍 세천로1길 88 대원sd,128.4637174,35.87641245,
9040,중부대학교산학협력단,경기 고양시 덕양구,(10279) 경기도 고양시 덕양구 대자동 동헌로 305(중부대학교 고양캠퍼스) 세종관 524호,126.8883198,37.71315646,
9041,주식회사태인솔루션,충남 아산시,(31470) 충청남도 아산시 배방읍 광장로 177-10(펜타폴리스) 402호,127.1052038,36.79793385,
9042,캣벨컴퍼니 주식회사 (catbell company),서울 서초구,(06526) 서울특별시 서초구 잠원동 강남대로95길 16 6층(잠원동),127.0189999,37.51373161,
9043,상원전기,서울 구로구,(08203) 서울특별시 구로구 신도림동 신도림로11나길 5 1층,126.8791715,37.50898277,
9044,한국공조기술개발(주),경기 군포시,(15843) 경기도 군포시 당정동 엘에스로 13(신일IT유토지식산업센터) 1층 101-104호,126.9562479,37.36560857,
9045,주식회사일산,경기 화성시,(18487) 경기도 화성시 방교동 동탄산단6길 53-14(일산정공) 주식회사 일산,127.0907704,37.16960718,
9046,도밍고퍼즐(DomingoPuzzle),서울 중구,(04542) 서울특별시 중구 수표동 청계천로 100(시그니쳐타워) 서관 10층 1024호,126.9884389,37.56736758,
9047,(주)동방다보아,서울 서초구,"(06748) 서울특별시 서초구 양재동 논현로27길 98 (양재동, 두창빌딩1층)",127.0396586,37.47771427,
9048,이진상회베이커리,경기 이천시,(17383) 경기도 이천시 마장면 서이천로 648 본관1층 이진상회베이커리,127.400142,37.27916904,
9049,대성전기,경기 오산시,(18119) 경기도 오산시 가수동 청학로5번길 11 104호,127.0607253,37.15069019,
9050,주식회사아주케미칼,경기 화성시,(18629) 경기도 화성시 양감면 송말길 87-8 1층 공장,126.9893882,37.10521006,
9051,은창티피에스주식회사,경기 포천시,(11189) 경기도 포천시 내촌면 부마로 587 은창티피에스,127.2167243,37.78615423,
9052,도아판지주식회사,경기 포천시,(11190) 경기도 포천시 내촌면 작은넙고개길 103 도아판지,127.2070854,37.81059597,
9053,주식회사석건,경기 화성시,(18633) 경기도 화성시 양감면 은행나무로170번길 45-11 1동,126.9414619,37.07236776,
9054,준오헤어,서울 강남구,(06162) 서울특별시 강남구 삼성동 테헤란로 409(동신빌딩) 2층 준오헤어,127.0504437,37.50549681,
9055,(주)조앤비컨설팅,서울 관악구,(08745) 서울특별시 관악구 봉천동 봉천로 461-1 2층,126.9513936,37.48260118,
9056,군산시니어클럽,전북 군산시,(54027) 전북특별자치도 군산시 신영동 신영3길 11(중앙동주민센터) ,,,
9057,준오헤어,서울 송파구,(05838) 서울특별시 송파구 문정동 충민로 66(가든파이브라이프) 테크노관 5층,127.1249579,37.47757585,
9058,(주)우주씨앤티,대구 동구,(41169) 대구광역시 동구 효목동 아양로 248 문영빌딩5층,128.6401639,35.88696401,
9059,준오헤어,서울 강남구,(06035) 서울특별시 강남구 신사동 도산대로 127(경서빌딩) 신사동 2층,127.0223037,37.51754231,
9060,일광건축사사무소,충북 청주시 청원구,(28502) 충청북도 청주시 청원구 내덕동 덕벌로31번길 2 201호,127.4931736,36.65465633,
9061,세종도시교통공사,세종 세종,(30033) 세종특별자치시  조치원읍 군청로 93(조치원청사) 에이동,127.2925443,36.59284385,
9062,팀204빌딩관리단,서울 중구,(04566) 서울특별시 중구 신당동 마장로 30(Team204) 810호,127.0134813,37.56764899,
9063,준오헤어,서울 송파구,"(05551) 서울특별시 송파구 신천동 올림픽로 300(롯데월드타워앤드롯데월드몰) 신천동, 롯데월드몰6층",127.1035252,37.51310843,
9064,일신기계,대구 북구,(41401) 대구광역시 북구 읍내동 칠곡중앙대로126길 35 ,,,
9065,주식회사아이에스솔루션즈,경기 남양주시,(12248) 경기도 남양주시 다산동 다산중앙로19번길 25-23(다산진건 블루웨일 지식산업센터 2차) 에프628호,127.1537319,37.61325805,
9066,준오헤어 가든강남역점,서울 서초구,"(06614) 서울특별시 서초구 서초동 서초대로77길 27(서초동유빌딩) 3층(서초동, 서초동유빌딩)",127.0253525,37.49999045,
9067,준오헤어,서울 강남구,"(06181) 서울특별시 강남구 대치동 테헤란로 528(슈페리어타워) 201(대치동, 슈페리어타워)",127.0618863,37.50806876,
9068,준오헤어,서울 서초구,(06692) 서울특별시 서초구 방배동 동작대로 22(삼미빌딩) 2층(방배동),126.9821928,37.47829481,
9069,준오헤어,서울 서초구,"(06672) 서울특별시 서초구 방배동 방배로 141(텔콤빌딩 내방) 3층(방배동, 극동빌딩)",126.9940514,37.48632417,
9070,익산시가족센터,전북 익산시,(54663) 전북특별자치도 익산시 송학동 고현로 10-3(익산시가족센터) 1층,126.9408594,35.93830398,
9071,선교정밀,서울 영등포구,(07288) 서울특별시 영등포구 문래동4가 도림로141길 4 (문래동4가) 1층,126.8928509,37.51478855,
9072,성공회대학교산학협력단,서울 구로구,(08359) 서울특별시 구로구 항동 연동로 320(성공회대학교) 일만관 2A202,126.8259893,37.48744699,
9073,경일종합기계,경기 안산시 단원구,"(15616) 경기도 안산시 단원구 성곡동 별망로26번길 21(경일종합기계) 701(성곡동,시화공단4바)",126.7292365,37.31540893,
9074,제일연마공업(주),경북 포항시 남구,(37866) 경상북도 포항시 남구 장흥동 대송로101번길 34 ,,,
9075,주식회사오픈노트,전남 나주시,(58322) 전라남도 나주시 빛가람동 우정로 10 가동 404호,126.7810275,35.02425231,
9076,노인의전화재가노인돌봄센터,대구 서구,(41815) 대구광역시 서구 비산동 국채보상로 356 3층,128.5699266,35.87193298,
9077,라인건축사사무소,충북 청주시 서원구,(28549) 충청북도 청주시 서원구 사직동 사북로 87 ,,,
9078,마이크로텍,부산 강서구,(46706) 부산광역시 강서구 제도로 1142 1동 마이크로텍,128.9345379,35.21184484,
9079,인텍나노소재(주),강원 홍천군,(25107) 강원특별자치도 홍천군 남면 흥성길 181 1층,127.7412403,37.61596594,
9080,신창가설테크주식회사,경북 경주시,(38034) 경상북도 경주시 천북면 천북산단로 120 ,,,
9081,주식회사주은테크기업부설연구소,경기 광명시,(14303) 경기도 광명시 하안동 오리로651번길 8 3층 318호(하안동),126.8752639,37.4590725,
9082,주식회사가리온,광주 광산구,(62405) 광주광역시 광산구 덕림동 빛중앙12로 4 주식회사 가리온,126.6729845,35.18243651,
9083,고정현헤어파라다이스시티점,인천 중구,"(22382) 인천광역시 중구 운서동 영종해안남로321번길 186 H203호(운서동, 파라다이스시티플라자)",126.4564389,37.436876,
9084,고정현헤어루원시티점,인천 서구,(22775) 인천광역시 서구 가정동 가정로 437(루원시티 SK Leaders' VIEW) 301동  B116호(가정동),126.6654275,37.5277115,
9085,덕영테크주식회사,충북 음성군,(27644) 충청북도 음성군 금왕읍 신내로695번길 23 덕영테크 주식회사,127.5328298,36.99528048,
9086,고정현헤어논현홈플러스점,인천 남동구,"(21667) 인천광역시 남동구 논현동 청능대로 596 지하2층(논현동, 논현홈플러스)",126.7255845,37.40057536,
9087,고정현헤어부평모다점,인천 부평구,"(21387) 인천광역시 부평구 부평동 부평문화로 35(모다백화점) 지하1층(부평동, 모다백화점)",126.7193846,37.49331845,
9088,노무법인태종,서울 송파구,(05836) 서울특별시 송파구 문정동 법원로11길 7(문정현대지식산업센터1-2) C동 9층 902호,127.1191515,37.48532717,
9089,(주)엠아이티코리아,세종 세종,(30067) 세종특별자치시  연동면 응암2길 14((주)엠아이티코리아) ,,,
9090,(주)조선물류,경남 고성군,(52948) 경상남도 고성군 고성읍 월평로 122-12 (주)조선물류,128.349108,34.96245171,
9091,에스에이치산업주식회사,경남 고성군,(52948) 경상남도 고성군 고성읍 월평로 122-20 에스에이치산업(주),128.3491576,34.96121752,
9092,주식회사버츠(BUTZInc.),대전 유성구,(34025) 대전광역시 유성구 용산동 테크노2로 187(미건테크노월드) 503호,127.4061886,36.42298574,
9093,태성공업,경기 광주시,(12731) 경기도 광주시 초월읍 동막골길 70-32 태성공업,127.3265795,37.37812154,
9094,엘레멘트홀딩즈코리아주식회사,경기 용인시 기흥구,"(16954) 경기도 용인시 기흥구 영덕동 흥덕1로 13(흥덕IT밸리) 피141, 피143(영덕동)",127.0660797,37.27092076,
9095,태광이엔지,부산 강서구,(46751) 부산광역시 강서구 송정동 녹산산업중로61번길 22 태광이엔지,128.8302562,35.09858293,
9096,(주)대동전자천안공장,충남 천안시 서북구,(31009) 충청남도 천안시 서북구 성환읍 율금6길 118((주)대동전자) ,,,
9097,(주)엘루오씨앤씨,서울 마포구,(04156) 서울특별시 마포구 도화동 마포대로 89(서울마포우체국) 13층,126.9496434,37.54317403,
9098,(주)비엔에프코리아,경기 김포시,(10048) 경기도 김포시 양촌읍 대포산단1로 26 전체,126.6278223,37.6112772,
9099,(주)신용모터풀,서울 성동구,(04798) 서울특별시 성동구 성수동2가 아차산로15길 6 성수동2가,127.0622421,37.54312607,
9100,리엔산업(주),경기 용인시 처인구,(17135) 경기도 용인시 처인구 이동읍 화산로 243-1 2층,127.2269203,37.15075163,
9101,농업회사법인주식회사진성,충북 음성군,(27615) 충청북도 음성군 생극면 송곡길38번길 125-35 ,,,
9102,구리청과(주),경기 구리시,(11916) 경기도 구리시 인창동 동구릉로136번길 90(구리 농수산물 도매시장) 구리청과 2층 사무실,127.1450419,37.61164708,
9103,(주)앤드와이즈,서울 강남구,(06097) 서울특별시 강남구 삼성동 선릉로112길 39 3층,127.0468237,37.51198563,
9104,주식회사인지솔루션,전남 순천시,(58022) 전라남도 순천시 해룡면 해룡산단5로 51 주식회사 인지솔루션,127.566871,34.90475072,
9105,금박비성,서울 중구,(04555) 서울특별시 중구 초동 충무로 29(아시아미디어타워) 지하3층 B305호,126.992469,37.56375506,
9106,효주에스티에스,경기 안산시 단원구,"(15426) 경기도 안산시 단원구 신길동 산단로 325(리드 스마트스퀘어 지식산업센터) F동 459,460호(리드스마트스퀘어 지식산업센터)",126.7851517,37.32332277,
9107,주식회사성신테크,충북 청주시 흥덕구,(28455) 충청북도 청주시 흥덕구 신봉동 사운로396번길 37 신봉동,127.4663098,36.6620719,
9108,케이제이모터스(주),서울 성동구,(04796) 서울특별시 성동구 성수동2가 광나루로6길 24(KJ모터스(주)) 성수동2가,127.0615206,37.54664929,
9109,주식회사스틸리언,제주 제주시,"(63134) 제주특별자치도 제주시 연동 신대로 145 4층 씨2 08호 (연동, 맨써빌딩)",126.4967073,33.48428575,
9110,(주)삼경테크,부산 강서구,(46738) 부산광역시 강서구 화전동 화전산단5로98번길 30(대성ENG) (주)삼경테크,128.8813975,35.10694516,
9111,대성레이저센터,경기 화성시,(18635) 경기도 화성시 양감면 서해로 44 대성레이저센터,126.9153546,37.06926073,
9112,주식회사더블오,부산 남구,(48548) 부산광역시 남구 용당동 신선로 365(부경대학교용당캠퍼스) 용당5관 304호,129.0912946,35.11661508,
9113,(주)이동의즐거움,서울 중구,(04521) 서울특별시 중구 다동 청계천로 24(케이스퀘어시티) 10~11층,126.9801418,37.56847448,
9114,주식회사라인모터스,서울 성동구,(04796) 서울특별시 성동구 성수동2가 아차산로13길 49(디엠라인) ,,,
9115,(주)이피에스솔루션,경기 안양시 동안구,"(14059) 경기도 안양시 동안구 평촌동 흥안대로 415(두산벤처다임) 11층 1119, 1120호(평촌동,두산벤처다임)",126.9728666,37.39130096,
9116,(주)이피에스이앤이,경기 안양시 동안구,"(14059) 경기도 안양시 동안구 평촌동 흥안대로 415(두산벤처다임) 1126호, 1127호, 1128호(평촌동, 두산벤처다임)",126.9728666,37.39130096,
9117,(주)성동씨에스모터스,서울 성동구,(04787) 서울특별시 성동구 성수동2가 연무장17길 15(대산기획) ,,,
9118,종합건축사사무소엠씨,충북 진천군,(27832) 충청북도 진천군 진천읍 문화로 150(엠씨타워) 303호,127.4345017,36.8542968,
9119,의료법인신원의료재단,경기 광명시,"(14316) 경기도 광명시 소하동 소하로 81 아이플랙스 202호, 203호, 204호",126.8839851,37.44760286,
9120,주식회사에프티시스템,경기 화성시,(18608) 경기도 화성시 향남읍 발안공단로2길 74 (주)에프티시스템,126.9133468,37.08409065,
9121,주식회사에스티원,부산 기장군,(46006) 부산광역시 기장군 정관읍 용수공단2길 41 ,,,
9122,중앙텍스,대구 서구,(41755) 대구광역시 서구 중리동 국채보상로10길 6 중앙텍스,128.5359195,35.86804242,
9123,(주)금명,경남 통영시,(53004) 경상남도 통영시 도산면 도산일주로 111((주)금명) 금명,128.3556127,34.89854967,
9124,(주)한페이시스,광주 서구,(61947) 광주광역시 서구 치평동 상무중앙로 110(우체국보험광주회관) 15층 ,126.8489891,35.15648757,
9125,한국세폭,대구 달서구,(42721) 대구광역시 달서구 월암동 성서공단남로 206 한국세폭,128.5149563,35.82976756,
9126,(주)비아이큐브,경기 성남시 중원구,(13207) 경기도 성남시 중원구 상대원동 사기막골로 124(SKn테크노파크) 비즈센터동 304호,127.1776778,37.43993799,
9127,(주)웰탑테크노스,충남 천안시 서북구,(31048) 충청남도 천안시 서북구 성거읍 봉주로 191 웰탑테크노스,127.1689132,36.88059136,
9128,주식회사성수검사정비,서울 성동구,(04783) 서울특별시 성동구 성수동2가 성수이로20길 29 성수동2가,127.0599901,37.54281184,
9129,주식회사아도아,서울 강남구,(06113) 서울특별시 강남구 논현동 강남대로124길 60 2층(논현동),127.0266903,37.51040566,
9130,에이치제이산전(주),경기 수원시 권선구,"(16642) 경기도 수원시 권선구 고색동 오목천로132번길 33(휴먼스카이밸리) 505호, (503호~509호)",126.9764922,37.24272792,
9131,가온팩토리,경기 김포시,(10011) 경기도 김포시 하성면 월하로 631-7 가온팩토리,126.6258343,37.71123641,
9132,동하MJM,경남 양산시,(50566) 경상남도 양산시 상북면 소토1길 33((주)동하기업) ,,,
9133,(주)고운정보통신,대구 서구,(41756) 대구광역시 서구 중리동 평리로21길 46-1 중리동,128.5360607,35.862854,
9134,제일세이프티주식회사,제주 제주시,(63093) 제주특별자치도 제주시 노형동 월산남길 98-2 2층(노형동),126.4689886,33.46593674,
9135,"뷔나에너지피티이엘티디,한국지점",서울 중구,(04631) 서울특별시 중구 회현동2가 퇴계로 100(스테이트타워 남산) 26층,126.9829506,37.56014399,
9136,그레인제빵소,서울 송파구,(05675) 서울특별시 송파구 송파동 가락로 148 1층 103호,127.1123777,37.5027079,
9137,(주)한마당,경기 용인시 처인구,(17037) 경기도 용인시 처인구 모현읍 새래로 135-1 (주)한마당,127.2508126,37.30203902,
9138,네일드블랑,대전 서구,(35264) 대전광역시 서구 탄방동 계룡로 599(한밭새마을금고 사옥) 201-1호,127.3902767,36.3413831,
9139,김청경헤어페이스,서울 강남구,"(06015) 서울특별시 강남구 청담동 도산대로75길 21 1,2,3층",127.0453836,37.52551002,
9140,에코랜드(주),경기 평택시,(17799) 경기도 평택시 청북읍 오금길 30 ,,,
9141,사회적기업청보농업회사법인(주),경기 광주시,(12728) 경기도 광주시 초월읍 지월로 32-82 사회적기업청보농업회사법인(주),127.2943471,37.409858,
9142,(주)워터웰,대구 달서구,"(42709) 대구광역시 달서구 신당동 달서대로 555(일신테크노밸리) 301호, 302호(신당동, 일신테크노밸리)",128.491204,35.84868436,
9143,스마일카크리닉공업사,경기 부천시 원미구,(14614) 경기도 부천시 원미구 심곡동 장말로 268-3 심곡동 1층,126.7717112,37.49151331,
9144,이브리즈,경기 화성시,(18371) 경기도 화성시 병점동 병점노을4로 19 722호,127.030894,37.20548072,
9145,주식회사코디아이앤씨,경북 포항시 남구,"(37684) 경상북도 포항시 남구 대잠동 대이로 41 402호(대잠동, 서진빌딩)",129.3416264,36.01906841,
9146,한국폴리텍3대학산학협력단,강원 춘천시,(24409) 강원특별자치도 춘천시 동산면 영서로 1290-31(한국폴리텍대학 춘천캠퍼스) 한국폴리텍대학 춘천2캠퍼스 1공학관 산학협력단 1층,127.7781057,37.7989698,
9147,(유)한성산기,전북 군산시,(54172) 전북특별자치도 군산시 옥구읍 광월안길 26 유)한성산기,126.7137349,35.93016432,
9148,남양주여성새로일하기센터,경기 남양주시,(12237) 경기도 남양주시 금곡동 경춘로 953(금마루프라자) 3층 남양주여성새로일하기센터,127.2080612,37.63344799,
9149,이수테크 (Tech),경기 광주시,(12774) 경기도 광주시 문형동 오포로 589-7 이수테크,127.2115046,37.35102998,
9150,(주)오엘티파워,경기 시흥시,(15073) 경기도 시흥시 정왕동 산기대학로 237(한국공학대학교) 창업지원센터 202호,126.733633,37.34027441,
9151,(주)케이제이광진모터스,서울 성동구,(04799) 서울특별시 성동구 성수동2가 광나루로 320-20(광진모터스) 성수동2가,127.0651233,37.54750789,
9152,스마트회계컴퓨터학원,충북 청주시 상당구,(28510) 충청북도 청주시 상당구 상당로 128 3층 스마트회계컴퓨터학원,127.4902691,36.63973144,
9153,주식회사웨어로보,서울 성동구,(04778) 서울특별시 성동구 성수동1가 왕십리로10길 6(서울숲비즈포레) 5층 507호,127.0452145,37.54667428,
9154,(주)포나인,서울 성동구,(04787) 서울특별시 성동구 성수동2가 성수이로20길 58(포나인) 성수동2가,127.062603,37.54164827,
9155,대양건축파트너스한민건축사사무소,경기 평택시,(18014) 경기도 평택시 고덕동 고덕중앙로 322(에이스 S-TOWER 지식산업센터) 8층 805호,127.0558374,37.04393437,
9156,신화산업,경남 진주시,(52847) 경상남도 진주시 정촌면 뿌리산단로50번길 95 신화산업,128.1098746,35.11021312,
9157,도원(전산회계컴퓨터)학원,인천 중구,(22327) 인천광역시 중구 도원동 참외전로244번길 1-1 3층 일부,126.6415038,37.46840071,
9158,(주)광진,부산 사상구,(47028) 부산광역시 사상구 감전동 장인로 7-15(주식회사 광진) 감전동,128.9706436,35.14538804,
9159,콘다주식회사,서울 강남구,(06155) 서울특별시 강남구 삼성동 삼성로103길 6 2층,127.0539709,37.51043305,
9160,(주)보배모터스,서울 성동구,(04799) 서울특별시 성동구 성수동2가 광나루로6길 49(모터씨티빌딩) 403호,127.0643831,37.54608922,
9161,(주) 이프라임유통 (지점),제주 제주시,(63035) 제주특별자치도 제주시 애월읍 애원로 216  ,,,
9162,박승철헤어스튜디오서현역점,경기 성남시 분당구,(13591) 경기도 성남시 분당구 서현동 서현로210번길 14(유성트윈프라자2차) 3층 301호,127.1244373,37.38639487,
9163,건축사사무소시선,제주 제주시,(63103) 제주특별자치도 제주시 노형동 노형로 337 2층 ,126.472928,33.4814699,
9164,주식회사케이아이에스,충북 청주시 청원구,(28501) 충청북도 청주시 청원구 내덕동 상당로 314(문화제조창 청주시청제2임시청사) 356호,127.4900667,36.65613874,
9165,(주)브리즈텍스,서울 구로구,(08389) 서울특별시 구로구 구로동 디지털로26길 5(에이스하이엔드타워1차) 620호,126.893451,37.48154359,
9166,히얼위고(주),서울 강남구,"(06166) 서울특별시 강남구 삼성동 삼성로104길 12(윤빈빌딩) 4층 404호(삼성동, 윤빈빌딩)",127.0555999,37.51081976,
9167,김제시니어클럽,전북 김제시,(54392) 전북특별자치도 김제시 요촌동 화동길 115 2층,126.8939142,35.7986046,
9168,엠에스(MS)가죽 공예학원,울산 남구,(44623) 울산광역시 남구 신정동 남산로338번길 24 1층 일부,129.3065391,35.54686169,
9169,청아출판사,경기 파주시,(10881) 경기도 파주시 서패동 회동길 363-15 203호,126.6923172,37.71646239,
9170,카마텍(주),경기 군포시,(15845) 경기도 군포시 당정동 공단로140번안길 26(카마텍군포창고) 3층,126.9540464,37.35911024,
9171,혜성정밀,경남 사천시,(52512) 경상남도 사천시 축동면 두량로 96-18 .,128.1004651,35.09885216,
9172,(주)서강데칼,경기 김포시,(10012) 경기도 김포시 하성면 석평로141번길 55 (주)서강데칼,126.6457717,37.72534437,
9173,(주)글로벌엔지니어링,경기 화성시,(18487) 경기도 화성시 방교동 동탄산단6길 15-20((주)글로벌엔지니어링) ,,,
9174,(주)동성,울산 동구,(44032) 울산광역시 동구 전하동 방어진순환도로 1000(현대중공업) 가공관 502호,129.4389104,35.51386318,
9175,밤뜨래영농조합법인,충남 부여군,(33111) 충청남도 부여군 은산면 은남로20번길 65 밤뜨래영농조합법인,126.8373813,36.30213097,
9176,주식회사엔글로벌,부산 해운대구,(48095) 부산광역시 해운대구 중동 해운대해변로 291(크리스탈비치오피스텔) 203호,129.1624174,35.16072334,
9177,비쥬얼봄,서울 중구,(04555) 서울특별시 중구 초동 충무로 29(아시아미디어타워) 지하 3층 B304호,126.9924833,37.56384685,
9178,두원공과대학교산학협력단,경기 파주시,(10838) 경기도 파주시 파주읍 주라위길 159(두원공과대학) 두원공과대학교 내 본관 1층 1102호,126.8012185,37.81577201,
9179,삼성모터스,서울 성동구,(04785) 서울특별시 성동구 성수동2가 뚝섬로17길 3 성수동2가,127.0594658,37.53778458,
9180,(주)경창엔지니어링,부산 사상구,(46922) 부산광역시 사상구 모라동 사상로477번길 56(서진산업) (모라동),128.9844178,35.18789772,
9181,익산시니어클럽,전북 익산시,(54582) 전북특별자치도 익산시 팔봉동 무왕로 1471-9(노인공동작업장) ,,,
9182,Lineart,서울 도봉구,(01414) 서울특별시 도봉구 창동 마들로11가길 16(KING 프라자) 504호,127.0487987,37.65246576,
9183,(주)에스씨콥,서울 성동구,(04798) 서울특별시 성동구 성수동2가 성수이로22길 51 성수동2가,127.062627,37.54342321,
9184,동호테크,부산 영도구,(49050) 부산광역시 영도구 남항동3가 남항서로 6-1 동호테크,129.0382653,35.08273279,
9185,주식회사나눔건설사업관리,제주 제주시,(63059) 제주특별자치도 제주시 애월읍 하광로 221 1층,126.4200498,33.46824076,
9186,(주)카멘즈,서울 성동구,(04787) 서울특별시 성동구 성수동2가 연무장길 113(녹천금속) ,,,
9187,주식회사스마트에스아이,서울 영등포구,(07217) 서울특별시 영등포구 당산동4가 당산로41길 11(당산 SK V1 center) E동 B114호,126.8982843,37.53086404,
9188,(주)한창,경기 수원시 영통구,(16677) 경기도 수원시 영통구 신동 신원로 22((주)한창) ,,,
9189,삼창기연(주),경기 김포시,(10040) 경기도 김포시 대곶면 학의동로34번길 67-54 삼창기연(주),126.5612968,37.65504569,
9190,주식회사부성엘티에스,경기 화성시,(18608) 경기도 화성시 향남읍 발안공단로1길 39 발안산업단지36블럭12롯트,126.9178202,37.08664393,
9191,주식회사카카오픽코마영업소,경기 성남시 분당구,(13529) 경기도 성남시 분당구 백현동 판교역로 152(알파돔타워) 11층 카카오 픽코마,127.1103454,37.39420281,
9192,씨앤에프아카데미평생교육원,경기 김포시,(10071) 경기도 김포시 구래동 김포한강10로133번길 127 138~140호(디원시티 지식산업센터),126.6179362,37.64441536,
9193,주식회사농업회사법인이에프시,경기 이천시,(17383) 경기도 이천시 마장면 서이천로527번길 116 농업회사법인 이에프시,127.3982433,37.27323203,
9194,에이치투오시스템테크놀로지(주),서울 양천구,"(07997) 서울특별시 양천구 목동 목동서로 159-1 10층(목동, CBS방송국)",126.8744225,37.52803364,
9195,주식회사 지클로,대구 동구,(41064) 대구광역시 동구 각산동 매여로 100 1층,128.708543,35.88851735,
9196,주식회사아남모터스,서울 성동구,(04799) 서울특별시 성동구 성수동2가 광나루로6길 48 ,,,
9197,고경력과학기술인협동조합,대전 유성구,(34007) 대전광역시 유성구 봉산동 봉산로40번길 19(다인주택) 301호,127.3871037,36.43753918,
9198,경기다정방문요양센터,경기 시흥시,"(14963) 경기도 시흥시 월곶동 월곶해안로161번길 5-1 에이동 4층 405호(월곶동, 미도빌딩)",126.7367523,37.38830228,
9199,대명기업,부산 사하구,(49517) 부산광역시 사하구 다대동 감천항로 454 대선조선 내 대명기업,128.991407,35.05361901,
9200,(주)진안산업,인천 남동구,(21515) 인천광역시 남동구 간석동 만월북로44번길 8-98 (주)진안산업,126.7208631,37.46998626,
9201,(주)리더스교육평가원,대전 중구,(34934) 대전광역시 중구 대흥동 대종로 417-1 1층,127.4292997,36.32219203,
9202,"엑스코트코리아주식회사(ExcortKoreaCo.,Ltd)",경기 남양주시,(12196) 경기도 남양주시 화도읍 수레로1120번길 53 가동,127.3092203,37.63689568,
9203,백건,경기 남양주시,(12190) 경기도 남양주시 화도읍 경춘로2290번길 8(남양주월산사랑으로부영1단지) 111-304,127.3400178,37.65466858,
9204,"케이피이 주식회사(KPE Co.,Ltd)",경남 양산시,"(50522) 경상남도 양산시 주남동 주남산단3로 42 케이피이 주식회사(KPE Co.,Ltd)",129.1570879,35.42843048,
9205,(주)대흥기업,부산 해운대구,(48071) 부산광역시 해운대구 송정동 해운대로 1138 ,,,
9206,(주)아임삭,충북 청주시 청원구,(28118) 충청북도 청주시 청원구 오창읍 양청송대길 171 아임삭 주식회사,127.4477825,36.72498278,
9207,케이제이(KJ)선박기술,부산 해운대구,(48060) 부산광역시 해운대구 우동 센텀1로 9(롯데갤러리움센텀) 롯데갤러리움센텀 S동 704호,129.131295,35.16735698,
9208,서원산업주식회사,충남 아산시,(31418) 충청남도 아산시 음봉면 산동로 323 ,,,
9209,주식회사이에이치엠(EHM),세종 세종,(30036) 세종특별자치시  조치원읍 번암공단2길 33-2 (주)이에이치엠,127.2961204,36.5812387,
9210,윤담바리스타학원,경기 화성시,(18439) 경기도 화성시 반송동 10용사3길 33 1층 윤담바리스타학원,127.0674669,37.19215977,
9211,주식회사정일산업기계,인천 미추홀구,(22117) 인천광역시 미추홀구 도화동 장고개로50번길 55(정일산업) 정일산업,126.6703005,37.47091231,
9212,태원엠에스,부산 영도구,(49045) 부산광역시 영도구 남항동1가 남항로9번길 5(한울시너스) 305호,129.0377368,35.09005969,
9213,주식회사진송산업,부산 사하구,(49517) 부산광역시 사하구 다대동 감천항로 454 대선조선 내 (주)진송산업,128.991154,35.05358317,
9214,은연테크,울산 울주군,(45012) 울산광역시 울주군 서생면 천산로 182-21 은연테크,,,
9215,(주)씨지인사이드,서울 구로구,"(08390) 서울특별시 구로구 구로동 디지털로30길 31(코오롱디지털타워빌란트Ⅱ) 1407호 (구로동, 코오롱디지털타워빌란트2차)",126.8959817,37.48281631,
